"Anno";"CodiceIstat";"DenominazioneComune";"LocalitDiSvolgimento";"Tipologia";"GiorniDiMercato";"Cadenza";"Periodicit";"PosteggiOccupatialimentarieNonAlimentari";"PosteggiOccupatialimentari";"PosteggiOccupatinonAlimentari";"PosteggiOccupatiproduttoriagricoli";"TotalePosteggioccupati";"PosteggiLiberialimentarieNonAlimentari";"PosteggiLiberialimentari";"PosteggiLiberinonAlimentari";"PosteggiLiberiproduttoriagricoli";"TotalePosteggiliberi";"TotalePosteggi";"Prov";""
"2014";" 001259 ";"SAUZE D'OULX";"Piazzale Genevris";"Mercato";"ven.";"Settimanale";"Annuale";"27";"0";"0";"10";"37";"4";"0";"0";"0";"4";"41";"Torino";""
"2014";" 001272 ";"TORINO";"PIAZZA BARCELLONA";"Mercato";"lun. mar. mer. gio. ven. sab.";"Settimanale";"Annuale";"0";"28";"17";"3";"48";"0";"43";"52";"3";"98";"146";"Torino";""
"2014";" 001272 ";"TORINO";"CORSO TARANTO";"Mercato";"lun. mar. mer. gio. ven. sab.";"Settimanale";"Annuale";"0";"26";"13";"4";"43";"0";"17";"19";"5";"41";"84";"Torino";""
"2014";" 001272 ";"TORINO";"VIA DE MAISTRE";"Mercato";"lun. mar. mer. gio. ven. sab.";"Settimanale";"Annuale";"0";"1";"0";"0";"1";"0";"1";"0";"0";"1";"2";"Torino";""
"2014";" 001272 ";"TORINO";"CORSO REGIO PARCO";"Mercato";"lun. mar. mer. gio. ven. sab.";"Settimanale";"Annuale";"0";"0";"1";"0";"1";"0";"29";"18";"3";"50";"51";"Torino";""
"2014";" 001273 ";"TORRAZZA PIEMONTE";"PIAZZA DEL MUNICIPIO";"Mercato";"gio.";"Settimanale";"Annuale";"0";"4";"7";"1";"12";"0";"0";"0";"0";"0";"12";"Torino";""
"2014";" 001290 ";"VAUDA CANAVESE";"Piazza di Via Aldo Moro";"Mercato";"gio.";"Settimanale";"Annuale";"0";"3";"2";"0";"5";"0";"1";"5";"4";"10";"15";"Torino";""
"2014";" 001292 ";"VENARIA REALE";"VIALE BURIDANI";"Mercato";"dom.";"Quindicinale";"Annuale";"0";"0";"2";"0";"2";"0";"0";"48";"0";"48";"50";"Torino";""
"2014";" 001292 ";"VENARIA REALE";"PIAZZA NENNI";"Posteggio isolato";"sab.";"Settimanale";"Annuale";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"1";"Torino";""
"2014";" 001292 ";"VENARIA REALE";"ADIACENZE JUVENTUS STADIUM";"Posteggio isolato";"dom.";"Settimanale";"Annuale";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"1";"Torino";""
"2014";" 001245 ";"SAN GIORIO DI SUSA";"PIAZZA VELINO";"Mercato";"mer.";"Settimanale";"Annuale";"0";"2";"0";"1";"3";"0";"1";"2";"0";"3";"6";"Torino";""
"2014";" 001248 ";"SAN MAURIZIO CANAVESE";"PIAZZA MARCONI";"Mercato";"mer.";"Settimanale";"Annuale";"0";"20";"46";"7";"73";"0";"0";"1";"0";"1";"74";"Torino";""
"2014";" 001260 ";"SCALENGHE";"PIAZZA VIOTTO GIOVANNI BATTISTA";"Mercato";"ven.";"Settimanale";"Annuale";"0";"0";"0";"0";"0";"0";"6";"8";"2";"16";"16";"Torino";""
"2014";" 001272 ";"TORINO";"CORSO BOLZANO";"Mercato";"lun. mar. mer. gio. ven. sab.";"Settimanale";"Annuale";"0";"0";"1";"0";"1";"0";"6";"0";"0";"6";"7";"Torino";""
"2014";" 001272 ";"TORINO";"CORSO SPEZIA";"Mercato";"lun. mar. mer. gio. ven. sab.";"Settimanale";"Annuale";"0";"35";"52";"6";"93";"0";"8";"13";"0";"21";"114";"Torino";""
"2014";" 001292 ";"VENARIA REALE";"PIAZZA DE GASPERI";"Mercato";"mer.";"Settimanale";"Annuale";"0";"31";"55";"4";"90";"0";"5";"1";"0";"6";"96";"Torino";""
"2014";" 001262 ";"SCIOLZE";"SCIOLZE NUOVO POLO EDUCATIVO STRADA AMRENTINO";"Mercato";"mer.";"Settimanale";"Annuale";"0";"1";"3";"3";"7";"0";"2";"0";"6";"8";"15";"Torino";""
"2014";" 001263 ";"SESTRIERE";"SESTRIERE piazzale del Mercato";"Mercato";"mar.";"Settimanale";"Annuale";"0";"4";"13";"6";"23";"0";"5";"6";"3";"14";"37";"Torino";""
"2014";" 001272 ";"TORINO";"CORSO SVIZZERA";"Mercato";"lun. mar. mer. gio. ven. sab.";"Settimanale";"Annuale";"0";"61";"76";"2";"139";"0";"5";"15";"1";"21";"160";"Torino";""
"2014";" 001272 ";"TORINO";"CORSO VALDOCCO - CORSO PALESTRO";"Mercato";"lun. mar. mer. gio. ven. sab.";"Settimanale";"Annuale";"0";"10";"87";"2";"99";"0";"2";"12";"2";"16";"115";"Torino";""
"2014";" 001272 ";"TORINO";"VIA DI NANNI";"Mercato";"lun. mar. mer. gio. ven. sab.";"Settimanale";"Annuale";"0";"69";"59";"11";"139";"0";"67";"85";"14";"166";"305";"Torino";""
"2014";" 001272 ";"TORINO";"VIA NITTI";"Mercato";"mer. ven.";"Quindicinale";"Annuale";"0";"28";"39";"4";"71";"0";"14";"34";"4";"52";"123";"Torino";""
"2014";" 001292 ";"VENARIA REALE";"ADIACENZE PARCO REGIONALE ""LA MANDRIA"" TRE CANCELLI";"Posteggio isolato";"sab. dom.";"Settimanale";"Stagionale";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"1";"Torino";""
"2014";" 001292 ";"VENARIA REALE";"ADIACENZE JUVENTUS STADIUM";"Posteggio isolato";"dom.";"Settimanale";"Annuale";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"1";"Torino";""
"2014";" 001272 ";"TORINO";"CORSO BRUNELLESCHI";"Mercato";"lun. mar. mer. gio. ven. sab.";"Settimanale";"Annuale";"0";"66";"77";"10";"153";"0";"0";"7";"0";"7";"160";"Torino";""
"2014";" 001272 ";"TORINO";"PIAZZA MADAMA CRISTINA";"Mercato";"lun. mar. mer. gio. ven. sab.";"Settimanale";"Annuale";"0";"53";"58";"5";"116";"0";"16";"13";"4";"33";"149";"Torino";""
"2014";" 001272 ";"TORINO";"PIAZZA NIZZA";"Mercato";"lun. mar. mer. gio. ven. sab.";"Settimanale";"Annuale";"0";"20";"15";"1";"36";"0";"4";"14";"1";"19";"55";"Torino";""
"2014";" 001272 ";"TORINO";"VIA CENA";"Mercato";"mer.";"Settimanale";"Annuale";"0";"2";"0";"0";"2";"0";"1";"0";"0";"1";"3";"Torino";""
"2014";" 001276 ";"TRANA";"VIA XX SETTEMBRE";"Mercato";"lun.";"Settimanale";"Annuale";"0";"2";"0";"0";"2";"0";"2";"8";"0";"10";"12";"Torino";""
"2014";" 001292 ";"VENARIA REALE";"VIALE BURIDANI";"Mercato";"sab.";"Settimanale";"Annuale";"0";"45";"86";"11";"142";"0";"3";"4";"2";"9";"151";"Torino";""
"2014";" 001292 ";"VENARIA REALE";"ADIACENZE JUVENTUS STADIUM";"Posteggio isolato";"dom.";"Settimanale";"Annuale";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"1";"Torino";""
"2014";" 001292 ";"VENARIA REALE";"PIAZZA NENNI";"Posteggio isolato";"ven.";"Settimanale";"Annuale";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"1";"Torino";""
"2014";" 001292 ";"VENARIA REALE";"PIAZZA NENNI";"Posteggio isolato";"sab.";"Settimanale";"Annuale";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"1";"Torino";""
"2014";" 001292 ";"VENARIA REALE";"ADIACENZE JUVENTUS STADIUM";"Posteggio isolato";"dom.";"Settimanale";"Annuale";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"1";"Torino";""
"2014";" 001249 ";"SAN MAURO TORINESE";"PIAZZA EUROPA";"Mercato";"ven.";"Settimanale";"Annuale";"0";"27";"50";"8";"85";"0";"1";"1";"0";"2";"87";"Torino";""
"2014";" 001266 ";"SETTIMO VITTONE";"PIAZZA STATUTO - VIA G. MARCONI - PIAZZA VITTORIO EMANUELE II";"Mercato";"lun.";"Settimanale";"Annuale";"0";"3";"4";"0";"7";"0";"3";"5";"2";"10";"17";"Torino";""
"2014";" 001268 ";"STRAMBINELLO";"STRAMBINELLO - PIAZZA IV REGGIMENTO ALPINI";"Mercato";"dom.";"Settimanale";"Annuale";"0";"2";"2";"1";"5";"0";"2";"0";"0";"2";"7";"Torino";""
"2014";" 001272 ";"TORINO";"PIAZZA SAN SECONDO";"Mercato";"lun. mar. mer. gio. ven. sab.";"Settimanale";"Annuale";"0";"11";"9";"2";"22";"0";"27";"36";"0";"63";"85";"Torino";""
"2014";" 001272 ";"TORINO";"VIA BALTIMORA";"Mercato";"lun. mar. mer. gio. ven. sab.";"Settimanale";"Annuale";"0";"13";"9";"6";"28";"0";"13";"38";"0";"51";"79";"Torino";""
"2014";" 001292 ";"VENARIA REALE";"ADIACENZE JUVENTUS STADIUM";"Posteggio isolato";"dom.";"Settimanale";"Annuale";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"1";"Torino";""
"2014";" 001292 ";"VENARIA REALE";"ADIACENZE JUVENTUS STADIUM";"Posteggio isolato";"dom.";"Settimanale";"Annuale";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"1";"Torino";""
"2014";" 001249 ";"SAN MAURO TORINESE";"PIAZZA VITTIME DI NASSIRYA";"Mercato";"mer.";"Settimanale";"Annuale";"0";"2";"0";"0";"2";"0";"6";"10";"2";"18";"20";"Torino";""
"2014";" 001259 ";"SAUZE D'OULX";"FRAZIONE JOUVEVCEAUX";"Posteggio isolato";"mar. gio. sab.";"Settimanale";"Stagionale";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"1";"Torino";""
"2014";" 001264 ";"SETTIMO ROTTARO";"PIAZZA DELLA CHIESA";"Mercato";"mer.";"Settimanale";"Annuale";"0";"0";"1";"0";"1";"0";"1";"2";"0";"3";"4";"Torino";""
"2014";" 001271 ";"TAVAGNASCO";"PIAZZA 1ﾰ MAGGIO";"Mercato";"gio.";"Settimanale";"Annuale";"0";"1";"1";"1";"3";"0";"0";"0";"0";"0";"3";"Torino";""
"2014";" 001272 ";"TORINO";"CORSO RACCONIGI";"Mercato";"lun. mar. mer. gio. ven. sab.";"Settimanale";"Annuale";"0";"120";"203";"11";"334";"0";"19";"21";"0";"40";"374";"Torino";""
"2014";" 001272 ";"TORINO";"CORSO TOSCANA - CORSO CINCINNATO";"Mercato";"lun. mar. mer. gio. ven. sab.";"Settimanale";"Annuale";"0";"43";"59";"8";"110";"0";"0";"9";"2";"11";"121";"Torino";""
"2014";" 001272 ";"TORINO";"REG. MIRAFIORI NORD";"Mercato";"lun. mar. mer. gio. ven. sab.";"Settimanale";"Annuale";"0";"42";"44";"9";"95";"0";"0";"9";"0";"9";"104";"Torino";""
"2014";" 001272 ";"TORINO";"PIAZZA BENGASI";"Mercato";"lun. mar. mer. gio. ven. sab.";"Settimanale";"Annuale";"0";"74";"86";"8";"168";"0";"14";"4";"0";"18";"186";"Torino";""
"2014";" 001272 ";"TORINO";"PIAZZA CARLINA";"Mercato";"lun. mar. mer. gio. ven. sab.";"Settimanale";"Annuale";"0";"4";"0";"2";"6";"0";"3";"0";"2";"5";"11";"Torino";""
"2014";" 001272 ";"TORINO";"PIAZZA FORONI";"Mercato";"lun. mar. mer. gio. ven. sab.";"Settimanale";"Annuale";"0";"76";"69";"7";"152";"0";"19";"32";"13";"64";"216";"Torino";""
"2014";" 001272 ";"TORINO";"PIAZZA DELLA REPUBBLICA";"Mercato";"lun. mar. mer. gio. ven. sab.";"Settimanale";"Annuale";"0";"404";"429";"90";"923";"0";"24";"11";"12";"47";"970";"Torino";""
"2014";" 001248 ";"SAN MAURIZIO CANAVESE";"P.ZZA DEGLI AGRICOLTORI-FRAZ. CERETTA-";"Mercato";"sab.";"Settimanale";"Annuale";"0";"9";"11";"4";"24";"0";"0";"0";"0";"0";"24";"Torino";""
"2014";" 001249 ";"SAN MAURO TORINESE";"PIAZZA GRAMSCI";"Mercato";"lun.";"Settimanale";"Annuale";"0";"25";"56";"12";"93";"0";"1";"0";"0";"1";"94";"Torino";""
"2014";" 001257 ";"SANTENA";"P.zza Aimerito e Via Tetti Agostino";"Mercato";"gio.";"Settimanale";"Annuale";"0";"24";"65";"6";"95";"0";"0";"0";"0";"0";"95";"Torino";""
"2014";" 001265 ";"SETTIMO TORINESE";"VIA CASTIGLIONE";"Mercato";"mar.";"Settimanale";"Annuale";"0";"57";"109";"18";"184";"0";"0";"6";"0";"6";"190";"Torino";""
"2014";" 001272 ";"TORINO";"PIAZZA VITTORIA";"Mercato";"lun. mar. mer. gio. ven. sab.";"Settimanale";"Annuale";"0";"80";"72";"4";"156";"0";"5";"22";"1";"28";"184";"Torino";""
"2014";" 001280 ";"TROFARELLO";"PIAZZA I MAGGIO";"Mercato";"mer.";"Settimanale";"Annuale";"0";"27";"48";"5";"80";"1";"1";"1";"1";"4";"84";"Torino";""
"2014";" 001288 ";"VALPRATO SOANA";"PIAZZA PRINCIPALE";"Mercato";"mar.";"Settimanale";"Stagionale";"0";"2";"5";"0";"7";"0";"1";"0";"1";"2";"9";"Torino";""
"2014";" 001292 ";"VENARIA REALE";"PIAZZA DELL'ANNUNZIATA";"Posteggio isolato";"lun. mar. mer. gio. ven. sab.";"Settimanale";"Annuale";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"1";"Torino";""
"2014";" 001247 ";"SAN MARTINO CANAVESE";"PIAZZA DELLA CHIESA";"Mercato";"gio.";"Settimanale";"Annuale";"3";"0";"0";"0";"3";"2";"0";"0";"0";"2";"5";"Torino";""
"2014";" 001265 ";"SETTIMO TORINESE";"VIA CASTIGLIONE";"Mercato";"sab.";"Settimanale";"Annuale";"0";"58";"114";"18";"190";"0";"0";"1";"1";"2";"192";"Torino";""
"2014";" 001282 ";"USSEGLIO";"PIAZZA CESARE FERRO";"Mercato";"dom.";"Settimanale";"Stagionale";"0";"4";"20";"0";"24";"0";"0";"0";"0";"0";"24";"Torino";""
"2014";" 001292 ";"VENARIA REALE";"VIALE GIORDANO BRUNO - CIMITERO GENERALE";"Posteggio isolato";"mar. mer. gio. ven. sab. dom.";"Settimanale";"Annuale";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"1";"Torino";""
"2014";" 001243 ";"SAN GILLIO";"VIA ROMA";"Mercato";"ven.";"Settimanale";"Annuale";"0";"8";"4";"1";"13";"0";"0";"2";"0";"2";"15";"Torino";""
"2014";" 001246 ";"SAN GIUSTO CANAVESE";"PIAZZA DON SCAPINO";"Mercato";"gio.";"Settimanale";"Annuale";"0";"11";"15";"1";"27";"0";"2";"1";"0";"3";"30";"Torino";""
"2014";" 001255 ";"SANT'AMBROGIO DI TORINO";"PIAZZA DELLA REPUBBLICA";"Mercato";"sab.";"Settimanale";"Annuale";"3";"14";"17";"3";"37";"0";"0";"2";"3";"5";"42";"Torino";""
"2014";" 001272 ";"TORINO";"PIAZZA DELLA REPUBBLICA";"Mercato";"sab.";"Settimanale";"Annuale";"0";"0";"116";"0";"116";"0";"0";"42";"0";"42";"158";"Torino";""
"2014";" 001272 ";"TORINO";"PIAZZA CHIRONI";"Mercato";"lun. mar. mer. gio. ven. sab.";"Settimanale";"Annuale";"0";"0";"1";"0";"1";"0";"11";"6";"1";"18";"19";"Torino";""
"2014";" 001272 ";"TORINO";"PIAZZA SANTA GIULIA";"Mercato";"lun. mar. mer. gio. ven. sab.";"Settimanale";"Annuale";"0";"23";"15";"3";"41";"0";"6";"17";"2";"25";"66";"Torino";""
"2014";" 001272 ";"TORINO";"REG. VALLETTE";"Mercato";"lun. mar. mer. gio. ven. sab.";"Settimanale";"Annuale";"0";"1";"1";"1";"3";"0";"5";"3";"0";"8";"11";"Torino";""
"2014";" 001272 ";"TORINO";"VIA DON GRIOLI";"Mercato";"lun. mar. mer. gio. ven. sab.";"Settimanale";"Annuale";"0";"57";"46";"9";"112";"0";"12";"14";"2";"28";"140";"Torino";""
"2014";" 001272 ";"TORINO";"CORSO RACCONIGI 51";"Mercato";"lun. mar. mer. gio. ven. sab.";"Settimanale";"Annuale";"0";"23";"1";"0";"24";"0";"0";"1";"0";"1";"25";"Torino";""
"2014";" 001283 ";"VAIE";"Piazza del Priore";"Mercato";"gio.";"Settimanale";"Annuale";"0";"0";"0";"0";"0";"0";"2";"1";"0";"3";"3";"Torino";""
"2014";" 001287 ";"VALPERGA";"PIAZZA PASTORE";"Mercato";"mar.";"Settimanale";"Annuale";"0";"9";"5";"0";"14";"0";"3";"2";"0";"5";"19";"Torino";""
"2014";" 001292 ";"VENARIA REALE";"ADIACENZE PARCO REGIONALE ""LA MANDRIA"" PONTE VERDE";"Posteggio isolato";"sab. dom.";"Settimanale";"Annuale";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"Torino";""
"2014";" 001241 ";"SANGANO";"PIAZZA MARCO MATTA SANGANO";"Mercato";"ven.";"Settimanale";"Annuale";"0";"12";"18";"6";"36";"0";"0";"0";"0";"0";"36";"Torino";""
"2014";" 001243 ";"SAN GILLIO";"STRADA DRUENTO";"Posteggio isolato";"lun. mar. mer. gio. ven. sab. dom.";"Settimanale";"Stagionale";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"1";"Torino";""
"2014";" 001254 ";"SAN SECONDO DI PINEROLO";"PIAZZA EUROPA";"Mercato";"mar.";"Settimanale";"Annuale";"0";"3";"1";"2";"6";"0";"4";"6";"2";"12";"18";"Torino";""
"2014";" 001260 ";"SCALENGHE";"VIA CAVOUR";"Mercato";"lun.";"Settimanale";"Annuale";"0";"2";"2";"0";"4";"10";"0";"0";"2";"12";"16";"Torino";""
"2014";" 001265 ";"SETTIMO TORINESE";"VIA FANTINA";"Mercato";"mer.";"Settimanale";"Annuale";"0";"17";"24";"2";"43";"0";"12";"17";"1";"30";"73";"Torino";""
"2014";" 001272 ";"TORINO";"REG. CROCETTA";"Mercato";"lun. mar. mer. gio. ven. sab.";"Settimanale";"Annuale";"0";"27";"112";"3";"142";"0";"15";"7";"0";"22";"164";"Torino";""
"2014";" 001272 ";"TORINO";"REG. MIRAFIORI SUD";"Mercato";"lun. mar. mer. gio. ven. sab.";"Settimanale";"Annuale";"0";"3";"0";"0";"3";"0";"16";"33";"4";"53";"56";"Torino";""
"2014";" 001272 ";"TORINO";"PIAZZA GUALA";"Mercato";"mar. gio. sab.";"Settimanale";"Annuale";"0";"19";"27";"6";"52";"0";"20";"25";"3";"48";"100";"Torino";""
"2014";" 001272 ";"TORINO";"VIA DON MICHELE RUA";"Mercato";"lun. mar. mer. gio. ven. sab.";"Settimanale";"Annuale";"0";"5";"0";"2";"7";"0";"7";"15";"2";"24";"31";"Torino";""
"2014";" 001275 ";"TORRE PELLICE";"p.za Cavour Gianavello San Martino Micca Via Arnaud Corso Gramsci Repubblica";"Mercato";"ven.";"Settimanale";"Annuale";"0";"14";"49";"28";"91";"0";"6";"5";"1";"12";"103";"Torino";""
"2014";" 001280 ";"TROFARELLO";"PIAZZA I MAGGIO";"Posteggio isolato";"sab.";"Settimanale";"Annuale";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"1";"Torino";""
"2014";" 001284 ";"VAL DELLA TORRE";"PIAZZA SANTA MARIA DELLA SPINA";"Posteggio isolato";"ven.";"Settimanale";"Annuale";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"1";"Torino";""
"2014";" 001286 ";"VALLO TORINESE";"PIAZZA SAN SECONDO";"Mercato";"dom.";"Quindicinale";"Annuale";"0";"2";"0";"1";"3";"0";"0";"3";"1";"4";"7";"Torino";""
"2014";" 001291 ";"VENAUS";"VIA ANTICA REALE";"Mercato";"ven.";"Settimanale";"Annuale";"0";"4";"1";"1";"6";"6";"0";"0";"0";"6";"12";"Torino";""
"2014";" 001292 ";"VENARIA REALE";"ADIACENZE JUVENTUS STADIUM";"Posteggio isolato";"dom.";"Settimanale";"Annuale";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"1";"Torino";""
"2014";" 001292 ";"VENARIA REALE";"PIAZZA NENNI";"Posteggio isolato";"gio.";"Settimanale";"Annuale";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"Torino";""
"2014";" 001257 ";"SANTENA";"Via Trinita' - entrata campi sportivi -";"Mercato";"lun.";"Settimanale";"Annuale";"10";"0";"0";"1";"11";"21";"0";"0";"0";"21";"32";"Torino";""
"2014";" 001270 ";"SUSA";"PIAZZA DELLA REPUBBLICA";"Mercato";"mar.";"Settimanale";"Annuale";"0";"25";"85";"13";"123";"0";"1";"13";"5";"19";"142";"Torino";""
"2014";" 001272 ";"TORINO";"PIAZZA CAMPANELLA";"Mercato";"lun. mar. mer. gio. ven. sab.";"Settimanale";"Annuale";"0";"12";"4";"3";"19";"0";"4";"19";"0";"23";"42";"Torino";""
"2014";" 001272 ";"TORINO";"PIAZZA CRISPI";"Mercato";"lun. mar. mer. gio. ven. sab.";"Settimanale";"Annuale";"0";"0";"2";"0";"2";"0";"18";"21";"4";"43";"45";"Torino";""
"2014";" 001272 ";"TORINO";"VIA DEGLI ABETI";"Mercato";"mar. gio.";"Settimanale";"Annuale";"0";"1";"0";"0";"1";"0";"10";"8";"5";"23";"24";"Torino";""
"2014";" 001279 ";"TRAVES";"PIAZZA DEI CADUTI";"Mercato";"ven.";"Settimanale";"Annuale";"0";"2";"2";"0";"4";"0";"0";"5";"0";"5";"9";"Torino";""
"2014";" 001280 ";"TROFARELLO";"PIAZZA DON MURIALDO FRAZ, VALLE SAUGLIO";"Mercato";"sab.";"Settimanale";"Annuale";"0";"3";"3";"4";"10";"0";"2";"2";"1";"5";"15";"Torino";""
"2014";" 001292 ";"VENARIA REALE";"PIAZZA NENNI";"Mercato";"mar.";"Settimanale";"Annuale";"0";"11";"16";"2";"29";"0";"2";"5";"1";"8";"37";"Torino";""
"2014";" 001292 ";"VENARIA REALE";"ADIACENZE JUVENTUS STADIUM";"Posteggio isolato";"dom.";"Settimanale";"Annuale";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"1";"Torino";""
"2014";" 001272 ";"TORINO";"VIA SANTA RITA";"Mercato";"lun. mar. mer. gio. ven. sab.";"Settimanale";"Annuale";"0";"58";"104";"5";"167";"0";"0";"5";"0";"5";"172";"Torino";""
"2014";" 001278 ";"TRAVERSELLA";"PIAZZA CAVOUR";"Mercato";"gio.";"Settimanale";"Annuale";"0";"2";"3";"0";"5";"0";"0";"0";"0";"0";"5";"Torino";""
"2014";" 001292 ";"VENARIA REALE";"PIAZZA DON ALBERIONE";"Mercato";"ven.";"Settimanale";"Annuale";"0";"10";"7";"0";"17";"0";"4";"3";"0";"7";"24";"Torino";""
"2014";" 001292 ";"VENARIA REALE";"ADIACENZE JUVENTUS STADIUM";"Posteggio isolato";"dom.";"Settimanale";"Annuale";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"1";"Torino";""
"2014";" 001292 ";"VENARIA REALE";"ADIACENZE JUVENTUS STADIUM";"Posteggio isolato";"dom.";"Settimanale";"Annuale";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"1";"Torino";""
"2014";" 001244 ";"SAN GIORGIO CANAVESE";"PIAZZA MATTEO PESCATORE - VIA CAVOUR - VIA CAMPEGGIO";"Mercato";"mar.";"Settimanale";"Annuale";"24";"9";"0";"2";"35";"0";"0";"0";"0";"0";"35";"Torino";""
"2014";" 001265 ";"SETTIMO TORINESE";"VIA MILANO INTERNO PARCHEGGIO";"Posteggio isolato";"lun. mar. mer. gio. ven. sab. dom.";"Settimanale";"Stagionale";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"1";"Torino";""
"2014";" 001267 ";"SPARONE";"PIAZZA MUNICIPALE N.1";"Mercato";"dom.";"Settimanale";"Annuale";"2";"4";"4";"0";"10";"2";"6";"2";"10";"20";"30";"Torino";""
"2014";" 001269 ";"STRAMBINO";"area mercatale attrezzata di Via Cotonificio";"Mercato";"gio.";"Settimanale";"Annuale";"0";"20";"37";"10";"67";"0";"4";"6";"5";"15";"82";"Torino";""
"2014";" 001272 ";"TORINO";"CORSO GROSSETO";"Mercato";"lun. mar. mer. gio. ven. sab.";"Settimanale";"Annuale";"0";"7";"2";"0";"9";"0";"2";"0";"0";"2";"11";"Torino";""
"2014";" 001272 ";"TORINO";"REG. FALCHERA";"Mercato";"mer.";"Settimanale";"Annuale";"0";"4";"11";"0";"15";"0";"0";"0";"0";"0";"15";"Torino";""
"2014";" 001272 ";"TORINO";"LARGO CASALE";"Mercato";"lun. mar. mer. gio. ven. sab.";"Settimanale";"Annuale";"0";"12";"37";"12";"61";"0";"1";"13";"1";"15";"76";"Torino";""
"2014";" 001272 ";"TORINO";"LUCENTO";"Mercato";"lun. mar. mer. gio. ven. sab.";"Settimanale";"Annuale";"0";"2";"0";"0";"2";"0";"4";"1";"1";"6";"8";"Torino";""
"2014";" 001272 ";"TORINO";"VIA MARTINI";"Mercato";"lun. mar. mer. gio. ven. sab.";"Settimanale";"Annuale";"0";"17";"96";"7";"120";"0";"3";"8";"0";"11";"131";"Torino";""
"2014";" 001292 ";"VENARIA REALE";"ADIACENZE JUVENTUS STADIUM";"Posteggio isolato";"dom.";"Settimanale";"Annuale";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"1";"Torino";""
"2014";" 001265 ";"SETTIMO TORINESE";"VIA EINAUDI";"Mercato";"gio.";"Settimanale";"Annuale";"0";"38";"59";"7";"104";"0";"2";"1";"0";"3";"107";"Torino";""
"2014";" 001272 ";"TORINO";"CORSO CHIETI";"Mercato";"lun. mar. mer. gio. ven. sab.";"Settimanale";"Annuale";"0";"16";"12";"5";"33";"0";"0";"7";"0";"7";"40";"Torino";""
"2014";" 001272 ";"TORINO";"VIA PORPORA";"Mercato";"lun. mar. mer. gio. ven. sab.";"Settimanale";"Annuale";"0";"48";"36";"8";"92";"0";"0";"11";"4";"15";"107";"Torino";""
"2014";" 001284 ";"VAL DELLA TORRE";"VIA GIBBIONE";"Mercato";"sab.";"Settimanale";"Annuale";"0";"3";"2";"0";"5";"0";"0";"0";"0";"0";"5";"Torino";""
"2014";" 001292 ";"VENARIA REALE";"VIA DIAZ";"Mercato";"lun.";"Settimanale";"Annuale";"0";"8";"11";"0";"19";"0";"10";"5";"0";"15";"34";"Torino";""
"2014";" 001292 ";"VENARIA REALE";"PIAZZA DE GASPERI";"Mercato";"gio.";"Settimanale";"Annuale";"0";"34";"30";"1";"65";"0";"4";"0";"2";"6";"71";"Torino";""
"2014";" 001292 ";"VENARIA REALE";"PIAZZA NENNI";"Posteggio isolato";"gio.";"Settimanale";"Annuale";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"1";"Torino";""
"2014";" 001292 ";"VENARIA REALE";"ADIACENZE PARCO REGIONALE ""LA MANDRIA"" PONTE VERDE";"Posteggio isolato";"sab. dom.";"Settimanale";"Annuale";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"Torino";""
"2014";" 001292 ";"VENARIA REALE";"PIAZZA NENNI";"Posteggio isolato";"ven.";"Settimanale";"Annuale";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"1";"Torino";""
"2014";" 001242 ";"SAN GERMANO CHISONE";"PIAZZA MARTIRI DELLA LIBERTA'";"Mercato";"ven.";"Settimanale";"Annuale";"0";"2";"1";"1";"4";"1";"0";"2";"0";"3";"7";"Torino";""
"2014";" 001260 ";"SCALENGHE";"SCALENGHE VIOTTO - VIA PISCINA FRONTE CHIESA";"Posteggio isolato";"lun.";"Settimanale";"Annuale";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"1";"Torino";""
